user_id,song_id
17,15
17,16
17,18
17,1
17,2
17,3
17,4
17,5
17,6
17,7
17,14
17,14
17,14
17,15
17,16
17,17
17,14
17,6
17,7
17,8
17,1
17,1
17,14
17,15
17,16
17,6
17,6
17,7
17,1
17,1
17,14
17,2
17,15
17,16
17,18
17,19
17,20
17,21
17,14
17,14
17,1
17,2
17,1
17,1
17,7
17,21
17,22
17,16
17,3
17,19
18,14
18,14
18,15
18,14
18,14
18,14
18,14
18,2
18,3
18,1
18,15
17,15
17,16
17,17
17,18
